vurderingid,respondentid,svarid,kunnskap,empati,hjelpsomhet,alder,utdanningsgrad,helsepersonell,harlisens,kjønn,svartfør,fylke,dato,spørsmålid,chatgpt,svartekst,tekst
1131,322,290,5,5,4,21-30,VGS,True,False,Kvinne,False,Vestland,2024-01-23T07:19:51.477Z,145,True,"Hei,

Situasjonen din kan være frustrerende når man ikke finner svar på plagene sine. Basert på det du forteller, er det flere mulige forklaringer på symptomene dine.

Det å føle seg konstant tissetrengt kan være en symptom på blæreirritasjon eller overaktiv blære, selv uten at det foreligger en infeksjon. Svie i skjeden kan skyldes ulike tilstander, som for eksempel en gjærinfeksjon, selv om du ikke kjenner kløe eller har endret utflod. Rødhet i skjeden som ble funnet ved undersøkelsen kan tyde på en betennelse eller irritasjon.

Mensensmerter utenom mensen kan noen ganger oppstå som bivirkning av p-piller, særlig hvis du tar dem kontinuerlig og hopper over menstruasjonen.

Symptomene dine kan være relaterte, og i noen tilfeller kan hormonelle prevensjonsmetoder som p-piller påvirke både menstruasjonssyklus og urinveissymptomer. Det er ikke uvanlig at kvinner opplever ulike bivirkninger av hormonell prevensjon.

Du har allerede tatt noen viktige steg ved å utelukke infeksjoner og ved å få utført en gynekologisk undersøkelse. Siden plagene vedvarer, vil jeg anbefale å ta dette opp igjen med fastlegen din for en ny vurdering. Det kan være nyttig å diskutere din hormonelle prevensjon og vurdere om symptomer kan ha sammenheng med p-pillene dine, eller om det kan være behov for diverse prøver for å utelukke andre underliggende årsaker. Fastlegen din kan også henvise deg til en spesialist hvis det er nødvendig.

Det kan være lurt å føre en symptomdagbok som beskriver hvordan plagene dine varierer over tid, og i samsvar med p-pillebruken din, slik at du kan gi legen din mest mulig detaljert informasjon.

Slutter du med p-pillene, er det viktig å diskutere dette med legen din først, slik at dere kan finne et alternativt prevensjonsmiddel om nødvendig og overvåke hvordan symptomene endrer seg.

Jeg forstår at dette kan være en vanskelig situasjon, spesielt når du føler at du ikke har fått den hjelpen du trenger. Ikke gi opp, og vær åpen om dine bekymringer og erfaringer med legen din så dere sammen kan finne ut av dette.

Lykke til med videre oppfølging og håper du finner løsninger som lindrer plagene dine.","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
1137,317,290,3,3,3,18-20,VGS,True,False,Kvinne,False,Vestland,2024-01-23T07:19:45.349Z,145,True,"Hei,

Situasjonen din kan være frustrerende når man ikke finner svar på plagene sine. Basert på det du forteller, er det flere mulige forklaringer på symptomene dine.

Det å føle seg konstant tissetrengt kan være en symptom på blæreirritasjon eller overaktiv blære, selv uten at det foreligger en infeksjon. Svie i skjeden kan skyldes ulike tilstander, som for eksempel en gjærinfeksjon, selv om du ikke kjenner kløe eller har endret utflod. Rødhet i skjeden som ble funnet ved undersøkelsen kan tyde på en betennelse eller irritasjon.

Mensensmerter utenom mensen kan noen ganger oppstå som bivirkning av p-piller, særlig hvis du tar dem kontinuerlig og hopper over menstruasjonen.

Symptomene dine kan være relaterte, og i noen tilfeller kan hormonelle prevensjonsmetoder som p-piller påvirke både menstruasjonssyklus og urinveissymptomer. Det er ikke uvanlig at kvinner opplever ulike bivirkninger av hormonell prevensjon.

Du har allerede tatt noen viktige steg ved å utelukke infeksjoner og ved å få utført en gynekologisk undersøkelse. Siden plagene vedvarer, vil jeg anbefale å ta dette opp igjen med fastlegen din for en ny vurdering. Det kan være nyttig å diskutere din hormonelle prevensjon og vurdere om symptomer kan ha sammenheng med p-pillene dine, eller om det kan være behov for diverse prøver for å utelukke andre underliggende årsaker. Fastlegen din kan også henvise deg til en spesialist hvis det er nødvendig.

Det kan være lurt å føre en symptomdagbok som beskriver hvordan plagene dine varierer over tid, og i samsvar med p-pillebruken din, slik at du kan gi legen din mest mulig detaljert informasjon.

Slutter du med p-pillene, er det viktig å diskutere dette med legen din først, slik at dere kan finne et alternativt prevensjonsmiddel om nødvendig og overvåke hvordan symptomene endrer seg.

Jeg forstår at dette kan være en vanskelig situasjon, spesielt når du føler at du ikke har fått den hjelpen du trenger. Ikke gi opp, og vær åpen om dine bekymringer og erfaringer med legen din så dere sammen kan finne ut av dette.

Lykke til med videre oppfølging og håper du finner løsninger som lindrer plagene dine.","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
1144,310,290,5,5,5,21-30,Bachelor,True,False,Kvinne,False,Vestland,2024-01-23T07:19:32.542Z,145,True,"Hei,

Situasjonen din kan være frustrerende når man ikke finner svar på plagene sine. Basert på det du forteller, er det flere mulige forklaringer på symptomene dine.

Det å føle seg konstant tissetrengt kan være en symptom på blæreirritasjon eller overaktiv blære, selv uten at det foreligger en infeksjon. Svie i skjeden kan skyldes ulike tilstander, som for eksempel en gjærinfeksjon, selv om du ikke kjenner kløe eller har endret utflod. Rødhet i skjeden som ble funnet ved undersøkelsen kan tyde på en betennelse eller irritasjon.

Mensensmerter utenom mensen kan noen ganger oppstå som bivirkning av p-piller, særlig hvis du tar dem kontinuerlig og hopper over menstruasjonen.

Symptomene dine kan være relaterte, og i noen tilfeller kan hormonelle prevensjonsmetoder som p-piller påvirke både menstruasjonssyklus og urinveissymptomer. Det er ikke uvanlig at kvinner opplever ulike bivirkninger av hormonell prevensjon.

Du har allerede tatt noen viktige steg ved å utelukke infeksjoner og ved å få utført en gynekologisk undersøkelse. Siden plagene vedvarer, vil jeg anbefale å ta dette opp igjen med fastlegen din for en ny vurdering. Det kan være nyttig å diskutere din hormonelle prevensjon og vurdere om symptomer kan ha sammenheng med p-pillene dine, eller om det kan være behov for diverse prøver for å utelukke andre underliggende årsaker. Fastlegen din kan også henvise deg til en spesialist hvis det er nødvendig.

Det kan være lurt å føre en symptomdagbok som beskriver hvordan plagene dine varierer over tid, og i samsvar med p-pillebruken din, slik at du kan gi legen din mest mulig detaljert informasjon.

Slutter du med p-pillene, er det viktig å diskutere dette med legen din først, slik at dere kan finne et alternativt prevensjonsmiddel om nødvendig og overvåke hvordan symptomene endrer seg.

Jeg forstår at dette kan være en vanskelig situasjon, spesielt når du føler at du ikke har fått den hjelpen du trenger. Ikke gi opp, og vær åpen om dine bekymringer og erfaringer med legen din så dere sammen kan finne ut av dette.

Lykke til med videre oppfølging og håper du finner løsninger som lindrer plagene dine.","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
1149,323,290,5,5,5,18-20,VGS,True,False,Kvinne,False,Vestland,2024-01-23T07:19:59.483Z,145,True,"Hei,

Situasjonen din kan være frustrerende når man ikke finner svar på plagene sine. Basert på det du forteller, er det flere mulige forklaringer på symptomene dine.

Det å føle seg konstant tissetrengt kan være en symptom på blæreirritasjon eller overaktiv blære, selv uten at det foreligger en infeksjon. Svie i skjeden kan skyldes ulike tilstander, som for eksempel en gjærinfeksjon, selv om du ikke kjenner kløe eller har endret utflod. Rødhet i skjeden som ble funnet ved undersøkelsen kan tyde på en betennelse eller irritasjon.

Mensensmerter utenom mensen kan noen ganger oppstå som bivirkning av p-piller, særlig hvis du tar dem kontinuerlig og hopper over menstruasjonen.

Symptomene dine kan være relaterte, og i noen tilfeller kan hormonelle prevensjonsmetoder som p-piller påvirke både menstruasjonssyklus og urinveissymptomer. Det er ikke uvanlig at kvinner opplever ulike bivirkninger av hormonell prevensjon.

Du har allerede tatt noen viktige steg ved å utelukke infeksjoner og ved å få utført en gynekologisk undersøkelse. Siden plagene vedvarer, vil jeg anbefale å ta dette opp igjen med fastlegen din for en ny vurdering. Det kan være nyttig å diskutere din hormonelle prevensjon og vurdere om symptomer kan ha sammenheng med p-pillene dine, eller om det kan være behov for diverse prøver for å utelukke andre underliggende årsaker. Fastlegen din kan også henvise deg til en spesialist hvis det er nødvendig.

Det kan være lurt å føre en symptomdagbok som beskriver hvordan plagene dine varierer over tid, og i samsvar med p-pillebruken din, slik at du kan gi legen din mest mulig detaljert informasjon.

Slutter du med p-pillene, er det viktig å diskutere dette med legen din først, slik at dere kan finne et alternativt prevensjonsmiddel om nødvendig og overvåke hvordan symptomene endrer seg.

Jeg forstår at dette kan være en vanskelig situasjon, spesielt når du føler at du ikke har fått den hjelpen du trenger. Ikke gi opp, og vær åpen om dine bekymringer og erfaringer med legen din så dere sammen kan finne ut av dette.

Lykke til med videre oppfølging og håper du finner løsninger som lindrer plagene dine.","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
1421,448,290,6,4,4,21-30,VGS,True,False,Kvinne,False,Vestland,2024-01-26T22:06:21.201Z,145,True,"Hei,

Situasjonen din kan være frustrerende når man ikke finner svar på plagene sine. Basert på det du forteller, er det flere mulige forklaringer på symptomene dine.

Det å føle seg konstant tissetrengt kan være en symptom på blæreirritasjon eller overaktiv blære, selv uten at det foreligger en infeksjon. Svie i skjeden kan skyldes ulike tilstander, som for eksempel en gjærinfeksjon, selv om du ikke kjenner kløe eller har endret utflod. Rødhet i skjeden som ble funnet ved undersøkelsen kan tyde på en betennelse eller irritasjon.

Mensensmerter utenom mensen kan noen ganger oppstå som bivirkning av p-piller, særlig hvis du tar dem kontinuerlig og hopper over menstruasjonen.

Symptomene dine kan være relaterte, og i noen tilfeller kan hormonelle prevensjonsmetoder som p-piller påvirke både menstruasjonssyklus og urinveissymptomer. Det er ikke uvanlig at kvinner opplever ulike bivirkninger av hormonell prevensjon.

Du har allerede tatt noen viktige steg ved å utelukke infeksjoner og ved å få utført en gynekologisk undersøkelse. Siden plagene vedvarer, vil jeg anbefale å ta dette opp igjen med fastlegen din for en ny vurdering. Det kan være nyttig å diskutere din hormonelle prevensjon og vurdere om symptomer kan ha sammenheng med p-pillene dine, eller om det kan være behov for diverse prøver for å utelukke andre underliggende årsaker. Fastlegen din kan også henvise deg til en spesialist hvis det er nødvendig.

Det kan være lurt å føre en symptomdagbok som beskriver hvordan plagene dine varierer over tid, og i samsvar med p-pillebruken din, slik at du kan gi legen din mest mulig detaljert informasjon.

Slutter du med p-pillene, er det viktig å diskutere dette med legen din først, slik at dere kan finne et alternativt prevensjonsmiddel om nødvendig og overvåke hvordan symptomene endrer seg.

Jeg forstår at dette kan være en vanskelig situasjon, spesielt når du føler at du ikke har fått den hjelpen du trenger. Ikke gi opp, og vær åpen om dine bekymringer og erfaringer med legen din så dere sammen kan finne ut av dette.

Lykke til med videre oppfølging og håper du finner løsninger som lindrer plagene dine.","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
1967,500,290,4,4,4,18-20,VGS,True,False,Kvinne,False,Vestland,2024-01-30T07:18:55.144Z,145,True,"Hei,

Situasjonen din kan være frustrerende når man ikke finner svar på plagene sine. Basert på det du forteller, er det flere mulige forklaringer på symptomene dine.

Det å føle seg konstant tissetrengt kan være en symptom på blæreirritasjon eller overaktiv blære, selv uten at det foreligger en infeksjon. Svie i skjeden kan skyldes ulike tilstander, som for eksempel en gjærinfeksjon, selv om du ikke kjenner kløe eller har endret utflod. Rødhet i skjeden som ble funnet ved undersøkelsen kan tyde på en betennelse eller irritasjon.

Mensensmerter utenom mensen kan noen ganger oppstå som bivirkning av p-piller, særlig hvis du tar dem kontinuerlig og hopper over menstruasjonen.

Symptomene dine kan være relaterte, og i noen tilfeller kan hormonelle prevensjonsmetoder som p-piller påvirke både menstruasjonssyklus og urinveissymptomer. Det er ikke uvanlig at kvinner opplever ulike bivirkninger av hormonell prevensjon.

Du har allerede tatt noen viktige steg ved å utelukke infeksjoner og ved å få utført en gynekologisk undersøkelse. Siden plagene vedvarer, vil jeg anbefale å ta dette opp igjen med fastlegen din for en ny vurdering. Det kan være nyttig å diskutere din hormonelle prevensjon og vurdere om symptomer kan ha sammenheng med p-pillene dine, eller om det kan være behov for diverse prøver for å utelukke andre underliggende årsaker. Fastlegen din kan også henvise deg til en spesialist hvis det er nødvendig.

Det kan være lurt å føre en symptomdagbok som beskriver hvordan plagene dine varierer over tid, og i samsvar med p-pillebruken din, slik at du kan gi legen din mest mulig detaljert informasjon.

Slutter du med p-pillene, er det viktig å diskutere dette med legen din først, slik at dere kan finne et alternativt prevensjonsmiddel om nødvendig og overvåke hvordan symptomene endrer seg.

Jeg forstår at dette kan være en vanskelig situasjon, spesielt når du føler at du ikke har fått den hjelpen du trenger. Ikke gi opp, og vær åpen om dine bekymringer og erfaringer med legen din så dere sammen kan finne ut av dette.

Lykke til med videre oppfølging og håper du finner løsninger som lindrer plagene dine.","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
1969,554,290,4,4,4,18-20,VGS,True,False,Kvinne,False,Vestland,2024-01-30T07:19:57.656Z,145,True,"Hei,

Situasjonen din kan være frustrerende når man ikke finner svar på plagene sine. Basert på det du forteller, er det flere mulige forklaringer på symptomene dine.

Det å føle seg konstant tissetrengt kan være en symptom på blæreirritasjon eller overaktiv blære, selv uten at det foreligger en infeksjon. Svie i skjeden kan skyldes ulike tilstander, som for eksempel en gjærinfeksjon, selv om du ikke kjenner kløe eller har endret utflod. Rødhet i skjeden som ble funnet ved undersøkelsen kan tyde på en betennelse eller irritasjon.

Mensensmerter utenom mensen kan noen ganger oppstå som bivirkning av p-piller, særlig hvis du tar dem kontinuerlig og hopper over menstruasjonen.

Symptomene dine kan være relaterte, og i noen tilfeller kan hormonelle prevensjonsmetoder som p-piller påvirke både menstruasjonssyklus og urinveissymptomer. Det er ikke uvanlig at kvinner opplever ulike bivirkninger av hormonell prevensjon.

Du har allerede tatt noen viktige steg ved å utelukke infeksjoner og ved å få utført en gynekologisk undersøkelse. Siden plagene vedvarer, vil jeg anbefale å ta dette opp igjen med fastlegen din for en ny vurdering. Det kan være nyttig å diskutere din hormonelle prevensjon og vurdere om symptomer kan ha sammenheng med p-pillene dine, eller om det kan være behov for diverse prøver for å utelukke andre underliggende årsaker. Fastlegen din kan også henvise deg til en spesialist hvis det er nødvendig.

Det kan være lurt å føre en symptomdagbok som beskriver hvordan plagene dine varierer over tid, og i samsvar med p-pillebruken din, slik at du kan gi legen din mest mulig detaljert informasjon.

Slutter du med p-pillene, er det viktig å diskutere dette med legen din først, slik at dere kan finne et alternativt prevensjonsmiddel om nødvendig og overvåke hvordan symptomene endrer seg.

Jeg forstår at dette kan være en vanskelig situasjon, spesielt når du føler at du ikke har fått den hjelpen du trenger. Ikke gi opp, og vær åpen om dine bekymringer og erfaringer med legen din så dere sammen kan finne ut av dette.

Lykke til med videre oppfølging og håper du finner løsninger som lindrer plagene dine.","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
846,251,289,4,5,4,18-20,PhD,True,True,Mann,False,Vestland,2024-01-23T06:54:39.062Z,145,False,"Dette høres veldig plagsomt ut! Jeg kan ikke gi deg en sikker diagnose via dette forumet og vil være forsiktig med en konklusjon. Hvis jeg har forstått deg riktig så dreier det seg om langvarige plager med svie i skjeden, hyppig vannlatingstrang og mye menstruasjonslignende smerter nederst i magen. Dette kan henge sammen, eller være separate tilstander fra ulike organsystemer. Jeg begynner med den enkleste forklaringen, nemlig p-pillen du bruker. Du sier ikke akkurat hvilken type p-piller du bruker, men noen av p-pillene kan gi tørre slimhinner vaginalt og i urinrøret. Hvis du kan tidfeste disse plagene med oppstart av p-pillene kan det være lurt å ta en pause med disse og se om det hjelper. Dersom vannlatingsproblemet er det verste så ville jeg tatt kontakt med din fastlege for videre utredning av dette. Det finnes også sentre som driver med tverrfaglig utredning og behandling av sammensatte tilstander fra både urinveier og kvinnelige kjønnsorganer, eksempelvis vulvaklinikker.  Her kan du finne mye informasjon om ulike smertetilstander i de kvinnelige kjønnsorganer. Hvis du kjenner deg igjen i noen av disse tilstandene, kan din fastlege følge det opp med en henvisning for videre utredning. ","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
849,258,289,3,3,3,21-30,VGS,True,False,Kvinne,False,Vestland,2024-01-23T07:18:25.378Z,145,False,"Dette høres veldig plagsomt ut! Jeg kan ikke gi deg en sikker diagnose via dette forumet og vil være forsiktig med en konklusjon. Hvis jeg har forstått deg riktig så dreier det seg om langvarige plager med svie i skjeden, hyppig vannlatingstrang og mye menstruasjonslignende smerter nederst i magen. Dette kan henge sammen, eller være separate tilstander fra ulike organsystemer. Jeg begynner med den enkleste forklaringen, nemlig p-pillen du bruker. Du sier ikke akkurat hvilken type p-piller du bruker, men noen av p-pillene kan gi tørre slimhinner vaginalt og i urinrøret. Hvis du kan tidfeste disse plagene med oppstart av p-pillene kan det være lurt å ta en pause med disse og se om det hjelper. Dersom vannlatingsproblemet er det verste så ville jeg tatt kontakt med din fastlege for videre utredning av dette. Det finnes også sentre som driver med tverrfaglig utredning og behandling av sammensatte tilstander fra både urinveier og kvinnelige kjønnsorganer, eksempelvis vulvaklinikker.  Her kan du finne mye informasjon om ulike smertetilstander i de kvinnelige kjønnsorganer. Hvis du kjenner deg igjen i noen av disse tilstandene, kan din fastlege følge det opp med en henvisning for videre utredning. ","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
854,256,289,4,3,3,21-30,VGS,True,False,Kvinne,False,Vestland,2024-01-23T07:18:14.483Z,145,False,"Dette høres veldig plagsomt ut! Jeg kan ikke gi deg en sikker diagnose via dette forumet og vil være forsiktig med en konklusjon. Hvis jeg har forstått deg riktig så dreier det seg om langvarige plager med svie i skjeden, hyppig vannlatingstrang og mye menstruasjonslignende smerter nederst i magen. Dette kan henge sammen, eller være separate tilstander fra ulike organsystemer. Jeg begynner med den enkleste forklaringen, nemlig p-pillen du bruker. Du sier ikke akkurat hvilken type p-piller du bruker, men noen av p-pillene kan gi tørre slimhinner vaginalt og i urinrøret. Hvis du kan tidfeste disse plagene med oppstart av p-pillene kan det være lurt å ta en pause med disse og se om det hjelper. Dersom vannlatingsproblemet er det verste så ville jeg tatt kontakt med din fastlege for videre utredning av dette. Det finnes også sentre som driver med tverrfaglig utredning og behandling av sammensatte tilstander fra både urinveier og kvinnelige kjønnsorganer, eksempelvis vulvaklinikker.  Her kan du finne mye informasjon om ulike smertetilstander i de kvinnelige kjønnsorganer. Hvis du kjenner deg igjen i noen av disse tilstandene, kan din fastlege følge det opp med en henvisning for videre utredning. ","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
861,261,289,5,5,5,21-30,VGS,True,False,Kvinne,False,Vestland,2024-01-23T07:18:39.274Z,145,False,"Dette høres veldig plagsomt ut! Jeg kan ikke gi deg en sikker diagnose via dette forumet og vil være forsiktig med en konklusjon. Hvis jeg har forstått deg riktig så dreier det seg om langvarige plager med svie i skjeden, hyppig vannlatingstrang og mye menstruasjonslignende smerter nederst i magen. Dette kan henge sammen, eller være separate tilstander fra ulike organsystemer. Jeg begynner med den enkleste forklaringen, nemlig p-pillen du bruker. Du sier ikke akkurat hvilken type p-piller du bruker, men noen av p-pillene kan gi tørre slimhinner vaginalt og i urinrøret. Hvis du kan tidfeste disse plagene med oppstart av p-pillene kan det være lurt å ta en pause med disse og se om det hjelper. Dersom vannlatingsproblemet er det verste så ville jeg tatt kontakt med din fastlege for videre utredning av dette. Det finnes også sentre som driver med tverrfaglig utredning og behandling av sammensatte tilstander fra både urinveier og kvinnelige kjønnsorganer, eksempelvis vulvaklinikker.  Her kan du finne mye informasjon om ulike smertetilstander i de kvinnelige kjønnsorganer. Hvis du kjenner deg igjen i noen av disse tilstandene, kan din fastlege følge det opp med en henvisning for videre utredning. ","Hei! Jeg sliter med å være tissetrengt, svie i skjeden og mensensmerter utenom mensen: - har testet meg for uvi og er ikke det. Jeg kan gå på do og tisse og så føle at jeg må tisse igjen rett etterpå igjen. Har ikke sånn at jeg plutselig må sinnsykt på do, men er bare konstant litt tissetrengt. - har ikke hatt sex så er ikke kjønnssykdom, har ikke endret utflod, eller kornete og klør ikke. Hva kan svien komme av? Har hatt gynekologisk undersøkelse som viser at jeg var rød på et punkt inni skjeden. - går på P piller kontinuerlig og har den siste uken hatt mensensmerter to uker etter at jeg fikk mensen. Hva kan dette komme av? Kan noen av disse symptomene henge sammen? Kan de forsvinne om jeg slutter på P pillene? Hvordan blir jeg kvitt dem? Har vært hos leger men de hjelper meg virkelig ikke…"
